realization	alpha	beta	mu	mu_low
426	0.975241609538595	0.975241609538595	-0.07427517138421513	-3.0
427	0.7071067813783883	0.7071067813783883	-1.4644660931080584	-5.0
428	0.8064439324662089	0.8064439324662089	-0.9677803376689553	-5.0
429	0.7548776688054204	0.7548776688054204	-1.4707339871674776	-6.0
430	0.5773502690717578	0.5773502690717578	-1.6905989237129688	-4.0
431	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
432	0.7071067793294787	0.7071067793294787	-1.171572882682085	-4.0
433	0.7071067839860916	0.7071067839860916	-1.464466080069542	-5.0
434	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
435	0.6027847141027449	0.6027847141027449	-1.9860764294862754	-5.0
436	0.7548776678740978	0.7548776678740978	-0.7353669963777065	-3.0
437	0.7071067813783883	0.7071067813783883	-1.4644660931080584	-5.0
438	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
439	0.7548776682466268	0.7548776682466268	-1.2256116587668657	-5.0
440	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
441	0.7548776616652806	0.7548776616652806	-0.7353670150041582	-3.0
442	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
443	0.7071067793294787	0.7071067793294787	-1.171572882682085	-4.0
444	0.8660254068672657	0.8660254068672657	-0.2679491862654686	-2.0
445	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
446	0.8944271901356323	0.8944271901356323	-0.7390096690505737	-7.0
447	0.9261974985711277	0.9261974985711277	-0.2952100057154894	-4.0
448	0.8793852427043021	0.8793852427043021	-0.4824590291827917	-4.0
449	0.8250182121992111	0.8250182121992111	-0.5249453634023666	-3.0
450	0.9109618654474616	0.9109618654474616	-0.445190672762692	-5.0
451	0.8508849903941154	0.8508849903941154	-0.8946900576353078	-6.0
452	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
453	0.8294835373759271	0.8294835373759271	-0.8525823131203647	-5.0
454	0.7071067839860916	0.7071067839860916	-1.464466080069542	-5.0
455	0.8981609521433711	0.8981609521433711	-0.4073561914265156	-4.0
456	0.5651977211236954	0.5651977211236954	-1.3044068366289139	-3.0
457	0.8645076410224041	0.8645076410224041	-0.4064770769327878	-3.0
458	0.9393217954784632	0.9393217954784632	-0.36406922712922096	-6.0
459	0.8392867557704449	0.8392867557704449	-0.6428529769182205	-4.0
460	0.8294835418462754	0.8294835418462754	-1.0230987489223478	-6.0
461	0.9286830238997936	0.9286830238997936	-0.4992188327014446	-7.0
462	0.9101929776370525	0.9101929776370525	-0.2694210670888424	-3.0
463	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
464	0.8944271892309188	0.8944271892309188	-0.527864053845406	-5.0
465	0.6180339902639389	0.6180339902639389	-1.1458980292081833	-3.0
466	0.8294835438330967	0.8294835438330967	-0.5115493685007098	-3.0
467	0.8846461735665798	0.8846461735665798	-0.23070765286684036	-2.0
468	0.6180339902639389	0.6180339902639389	-1.1458980292081833	-3.0
469	0.7548776684949796	0.7548776684949796	-0.7353669945150612	-3.0
470	0.7861513779498637	0.7861513779498637	-0.8553944882005453	-4.0
471	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
472	0.7071067813783883	0.7071067813783883	-1.4644660931080584	-5.0
473	0.7071067839860916	0.7071067839860916	-1.464466080069542	-5.0
474	0.7548776616652806	0.7548776616652806	-0.7353670150041582	-3.0
475	0.8164965839435657	0.8164965839435657	-1.1010204963386057	-6.0
476	0.8068996400882801	0.8068996400882801	-0.5793010797351598	-3.0
477	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
478	0.9032119270414113	0.9032119270414113	-0.48394036479294356	-5.0
479	0.6180339911952615	0.6180339911952615	-0.763932017609477	-2.0
480	0.7071067793294787	0.7071067793294787	-1.171572882682085	-4.0
481	0.5	0.5	-1.0	-2.0
482	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
483	0.8660254050046206	0.8660254050046206	-0.8038475699722767	-6.0
484	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
485	0.8898912455886603	0.8898912455886603	-0.5505437720566986	-5.0
486	0.7071067813783883	0.7071067813783883	-1.4644660931080584	-5.0
487	0.7937005211909611	0.7937005211909611	-0.6188984364271166	-3.0
488	0.7548776692710817	0.7548776692710817	-0.9804893229156733	-4.0
489	0.6902844961732626	0.6902844961732626	-1.8582930229604244	-6.0
490	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
491	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
492	0.8865572058906158	0.8865572058906158	-0.34032838232815255	-3.0
493	0.8846461759614093	0.8846461759614093	-0.8074767682701351	-7.0
494	0.8351223500711578	0.8351223500711578	-1.1541435495018957	-7.0
495	0.8483748926470678	0.8483748926470678	-0.45487532205879666	-3.0
496	0.8392867557704449	0.8392867557704449	-0.4821397326886654	-3.0
497	0.5706680566072464	0.5706680566072464	-1.2879958301782608	-3.0
498	0.8392867551495632	0.8392867551495632	-0.48213973455131043	-3.0
499	0.938152605202049	0.7071067239157856	-0.24738957919180393	-4.0
500	0.7861513765528798	0.7861513765528798	-0.4276972468942404	-2.0
501	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
502	0.8865572068219383	0.8865572068219383	-0.6806567590683703	-6.0
503	0.8885498330928385	0.8885498330928385	-0.4458006676286459	-4.0
504	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
505	0.9579978948459029	0.9579978948459029	-0.16800842061638832	-4.0
506	0.7667872598394752	0.7667872598394752	-0.9328509606420994	-4.0
507	0.7548776684949796	0.7548776684949796	-0.7353669945150612	-3.0
508	0.8150878964612882	0.8150878964612882	-1.1094726212322708	-6.0
509	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
510	0.9247103491798043	0.9247103491798043	-0.22586895246058702	-3.0
511	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
512	0.8992582163773477	0.8992582163773477	-0.40296713449060917	-4.0
513	0.7071067793294787	0.7071067793294787	-1.171572882682085	-4.0
514	0.8164965813048184	0.8164965813048184	-0.7340136747807264	-4.0
515	0.9290970315535863	0.9290970315535863	-0.4254178106784825	-6.0
516	0.8580943304114044	0.8580943304114044	-0.5676226783543825	-4.0
517	0.8755503514160713	0.8755503514160713	-0.49779859433571483	-4.0
518	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
519	0.8935808992634218	0.8935808992634218	-0.3192573022097347	-3.0
520	0.8944271920869749	0.8944271920869749	-0.6334368474781509	-6.0
521	0.8047361331991851	0.8047361331991851	-0.7810554672032595	-4.0
522	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
523	0.7071067793294787	0.7071067793294787	-1.171572882682085	-4.0
524	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
525	0.915898430471619	0.915898430471619	-0.42050784764190496	-5.0
526	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
527	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
528	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
529	0.8150878958404064	0.8150878958404064	-0.5547363124787807	-3.0
530	0.7071067813783883	0.7071067813783883	-1.4644660931080584	-5.0
531	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
532	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
533	0.7779050093144178	0.7779050093144178	-1.1104749534279112	-5.0
534	0.707106783054769	0.707106783054769	-1.1715728677809238	-4.0
535	0.7211247847881168	0.7211247847881168	-2.2310017216950655	-8.0
536	0.837619772925973	0.837619772925973	-0.811901135370135	-5.0
537	0.858094330644235	0.858094330644235	-1.1352453548461199	-8.0
538	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
539	0.7071067802608013	0.7071067802608013	-0.5857864394783974	-2.0
540	0.8164965817704797	0.8164965817704797	-0.36700683645904064	-2.0
541	0.8755503514160713	0.8755503514160713	-0.3733489457517861	-3.0
542	0.7071067793294787	0.7071067793294787	-1.171572882682085	-4.0
543	0.5	0.5	-1.0	-2.0
544	0.7548776616652806	0.7548776616652806	-0.9804893533388777	-4.0
545	0.8090169936418534	0.8090169936418534	-0.9549150317907329	-5.0
546	0.7071067793294787	0.7071067793294787	-1.171572882682085	-4.0
547	0.6572981062345207	0.6572981062345207	-1.3708075750619173	-4.0
548	0.83928675763309	0.83928675763309	-0.9642794542014599	-6.0
549	0.7071067839860916	0.7071067839860916	-0.8786796480417252	-3.0
