realization	alpha	beta	mu	mu_low	lambda	delta	lambda_tilde	violation
341	1.0000	1.0000	0.0000	-5.0000	-0.4977	-0.0000	-0.0995	False
342	1.2220	1.2220	0.8881	-4.0000	-0.0000	0.2220	-0.0000	False
343	1.0000	1.0000	0.0000	-4.0000	0.0000	-0.0000	0.0000	False
344	2.0000	2.0000	4.0000	-4.0000	0.4385	1.0000	0.1096	False
345	2.0000	2.0000	8.0000	-8.0000	0.5675	1.0000	0.0709	False
346	1.7693	1.7693	4.6158	-6.0000	0.5477	0.7693	0.0913	False
347	1.0000	1.0000	0.0000	-6.0000	0.0000	-0.0000	0.0000	False
348	1.4142	1.4142	2.4853	-6.0000	0.0119	0.4142	0.0020	False
349	1.0000	1.0000	0.0000	-6.0000	-0.0000	-0.0000	-0.0000	False
350	1.0000	1.0000	0.0000	-2.0000	0.0000	0.0000	0.0000	False
351	1.7693	1.7693	5.3850	-7.0000	0.5449	0.7693	0.0778	False
352	1.0000	1.0000	0.0000	-3.0000	0.0000	0.0000	0.0000	False
353	1.6180	1.6180	3.0902	-5.0000	0.1997	0.6180	0.0399	False
354	1.4142	1.4142	2.4853	-6.0000	0.1740	0.4142	0.0290	False
355	1.4142	1.4142	2.0711	-5.0000	0.2138	0.4142	0.0428	False
356	1.4142	1.4142	1.6569	-4.0000	0.1152	0.4142	0.0288	False
357	1.4142	1.4142	2.4853	-6.0000	0.0000	0.4142	0.0000	False
358	1.6180	1.6180	3.0902	-5.0000	0.3103	0.6180	0.0621	False
359	1.2158	1.2158	0.8632	-4.0000	0.0213	0.2158	0.0053	False
360	1.1760	1.1760	1.2319	-7.0000	-0.0699	0.1760	-0.0100	False
361	1.7693	1.7693	6.1543	-8.0000	0.1486	0.7693	0.0186	False
362	1.7693	1.7693	5.3850	-7.0000	0.5565	0.7693	0.0795	False
363	1.0000	1.0000	0.0000	-3.0000	-0.0000	0.0000	-0.0000	False
364	1.4142	1.4142	2.0711	-5.0000	-0.1349	0.4142	-0.0270	False
365	0.7071	0.7071	-0.5858	-2.0000	-0.2266	-0.2929	-0.1133	False
366	2.0000	2.0000	2.0000	-2.0000	0.6383	1.0000	0.3192	False
367	1.7693	1.7693	3.8465	-5.0000	0.3628	0.7693	0.0726	False
368	1.3593	1.3593	1.7965	-5.0000	-0.0000	0.3593	-0.0000	False
369	2.0000	2.0000	5.0000	-5.0000	0.0943	1.0000	0.0189	False
370	1.1915	1.1915	0.9574	-5.0000	-0.0000	0.1915	-0.0000	False
371	2.0000	2.0000	6.0000	-6.0000	0.1431	1.0000	0.0238	False
372	1.4142	1.4142	2.4853	-6.0000	-0.0677	0.4142	-0.0113	False
373	1.0000	1.0000	0.0000	-4.0000	-0.1889	-0.0000	-0.0472	False
374	1.4142	1.4142	1.6569	-4.0000	0.0651	0.4142	0.0163	False
375	1.0702	1.0702	0.3511	-5.0000	-0.0000	0.0702	-0.0000	False
376	1.4142	1.4142	2.0711	-5.0000	-0.0176	0.4142	-0.0035	False
377	1.2599	1.2599	1.0397	-4.0000	0.0280	0.2599	0.0070	False
378	1.4142	1.4142	1.6569	-4.0000	-0.2053	0.4142	-0.0513	False
379	2.0000	2.0000	5.0000	-5.0000	0.0684	1.0000	0.0137	False
380	1.4142	1.4142	2.4853	-6.0000	-0.2653	0.4142	-0.0442	False
381	1.4142	1.4142	1.6569	-4.0000	0.3494	0.4142	0.0873	False
382	1.0573	1.0573	0.2292	-4.0000	0.0000	0.0573	0.0000	False
383	2.0000	2.0000	3.0000	-3.0000	0.4857	1.0000	0.1619	False
384	1.0000	1.0000	0.0000	-6.0000	-0.0000	0.0000	-0.0000	False
385	2.0000	2.0000	5.0000	-5.0000	0.5401	1.0000	0.1080	False
386	1.7021	1.7021	5.6169	-8.0000	0.2132	0.7021	0.0267	False
387	1.4142	1.4142	1.6569	-4.0000	-0.1636	0.4142	-0.0409	False
388	0.8295	0.8295	-0.5115	-3.0000	0.0000	-0.1705	0.0000	False
389	1.5214	1.5214	3.1283	-6.0000	0.2666	0.5214	0.0444	False
390	2.0000	2.0000	6.0000	-6.0000	0.6174	1.0000	0.1029	False
391	1.0000	1.0000	0.0000	-8.0000	-0.0000	-0.0000	-0.0000	False
392	1.7321	1.7321	3.6603	-5.0000	0.1812	0.7321	0.0362	False
393	1.0000	1.0000	0.0000	-5.0000	-0.0000	-0.0000	-0.0000	False
394	1.4142	1.4142	1.6569	-4.0000	0.0424	0.4142	0.0106	False
395	1.1304	1.1304	0.9128	-7.0000	-0.2434	0.1304	-0.0348	False
396	1.6180	1.6180	4.3262	-7.0000	0.1005	0.6180	0.0144	False
397	1.4142	1.4142	2.0711	-5.0000	0.0291	0.4142	0.0058	False
398	2.0000	2.0000	6.0000	-6.0000	0.2525	1.0000	0.0421	False
399	1.4142	1.4142	2.4853	-6.0000	0.1154	0.4142	0.0192	False
400	1.5538	1.5538	3.3226	-6.0000	0.2908	0.5538	0.0485	False
401	1.1787	1.1787	0.8936	-5.0000	-0.0000	0.1787	-0.0000	False
402	1.0000	1.0000	0.0000	-5.0000	0.0000	0.0000	0.0000	False
403	1.4142	1.4142	1.6569	-4.0000	0.1190	0.4142	0.0298	False
404	0.7510	0.7510	-0.9961	-4.0000	-0.0000	-0.2490	-0.0000	False
405	1.4142	1.4142	0.8284	-2.0000	0.2490	0.4142	0.1245	False
406	2.0000	2.0000	5.0000	-5.0000	0.1082	1.0000	0.0216	False
407	1.0000	1.0000	0.0000	-5.0000	-0.2633	-0.0000	-0.0527	False
408	0.7071	0.7071	-0.8787	-3.0000	-0.3161	-0.2929	-0.1054	False
409	1.1447	1.1447	0.7236	-5.0000	-0.0000	0.1447	-0.0000	False
410	1.6180	1.6180	3.0902	-5.0000	0.2265	0.6180	0.0453	False
411	1.0000	1.0000	0.0000	-2.0000	-0.0000	-0.0000	-0.0000	False
412	1.5477	1.5477	1.6431	-3.0000	0.2068	0.5477	0.0689	False
413	1.0000	1.0000	0.0000	-5.0000	-0.0000	0.0000	-0.0000	False
414	1.4128	1.4128	2.0642	-5.0000	0.0224	0.4128	0.0045	False
415	2.0000	2.0000	6.0000	-6.0000	0.2686	1.0000	0.0448	False
416	1.4656	1.4656	1.8623	-4.0000	0.1266	0.4656	0.0317	False
417	1.6180	1.6180	0.6180	-1.0000	0.3146	0.6180	0.3146	False
418	0.7071	0.7071	-1.4645	-5.0000	-0.4929	-0.2929	-0.0986	False
419	1.0000	1.0000	0.0000	-3.0000	-0.0000	0.0000	-0.0000	False
420	1.0000	1.0000	0.0000	-3.0000	-0.2882	-0.0000	-0.0961	False
421	1.5811	1.5811	2.9057	-5.0000	0.2047	0.5811	0.0409	False
422	2.0000	2.0000	4.0000	-4.0000	0.5641	1.0000	0.1410	False
423	2.0000	2.0000	6.0000	-6.0000	0.8474	1.0000	0.1412	False
424	2.0000	2.0000	5.0000	-5.0000	0.1082	1.0000	0.0216	False
425	1.7321	1.7321	2.1962	-3.0000	0.5132	0.7321	0.1711	False
426	1.7693	1.7693	4.6158	-6.0000	0.2519	0.7693	0.0420	False
427	1.6180	1.6180	3.7082	-6.0000	0.2056	0.6180	0.0343	False
428	1.0000	1.0000	0.0000	-5.0000	-0.3581	-0.0000	-0.0716	False
429	2.0000	2.0000	6.0000	-6.0000	0.5755	1.0000	0.0959	False
430	1.4142	1.4142	1.2426	-3.0000	0.4044	0.4142	0.1348	False
431	2.0000	2.0000	5.0000	-5.0000	0.5297	1.0000	0.1059	False
432	1.0000	1.0000	0.0000	-5.0000	-0.0047	-0.0000	-0.0009	False
433	1.4142	1.4142	2.8995	-7.0000	0.1693	0.4142	0.0242	False
434	1.4142	1.4142	3.7279	-9.0000	-0.1186	0.4142	-0.0132	False
435	1.0000	1.0000	0.0000	-5.0000	-0.0385	-0.0000	-0.0077	False
436	1.0000	1.0000	0.0000	-3.0000	-0.0930	0.0000	-0.0310	False
437	1.0000	1.0000	0.0000	-4.0000	-0.0000	-0.0000	-0.0000	False
438	2.0000	2.0000	6.0000	-6.0000	0.5114	1.0000	0.0852	False
439	1.0000	1.0000	0.0000	-2.0000	-0.0000	-0.0000	-0.0000	False
440	1.0000	1.0000	0.0000	-4.0000	-0.0000	0.0000	-0.0000	False
441	1.5590	1.5590	2.2359	-4.0000	0.2790	0.5590	0.0697	False
442	1.6180	1.6180	2.4721	-4.0000	0.1292	0.6180	0.0323	False
443	1.0000	1.0000	0.0000	-5.0000	-0.1068	0.0000	-0.0214	False
444	2.0000	2.0000	5.0000	-5.0000	0.5594	1.0000	0.1119	False
445	1.3358	1.3358	2.6864	-8.0000	0.0658	0.3358	0.0082	False
446	0.7887	0.7887	-0.6338	-3.0000	-0.0000	-0.2113	-0.0000	False
447	1.0000	1.0000	0.0000	-5.0000	-0.0003	-0.0000	-0.0001	False
448	1.0000	1.0000	0.0000	-4.0000	-0.0000	-0.0000	-0.0000	False
449	1.1567	1.0000	0.7836	-5.0000	0.0000	0.1567	0.0000	False
450	2.0000	2.0000	3.0000	-3.0000	0.7699	1.0000	0.2566	False
451	1.5214	1.5214	3.6497	-7.0000	0.0575	0.5214	0.0082	False
452	1.4142	1.4142	2.0711	-5.0000	-0.1739	0.4142	-0.0348	False
453	1.2338	1.2338	1.4025	-6.0000	-0.2787	0.2338	-0.0464	False
454	1.0000	1.0000	0.0000	-6.0000	0.0000	0.0000	0.0000	False
455	1.4656	1.4656	0.9311	-2.0000	0.2158	0.4656	0.1079	False
456	2.0000	2.0000	5.0000	-5.0000	-0.3243	1.0000	-0.0649	False
457	1.0000	1.0000	0.0000	-3.0000	0.0000	0.0000	0.0000	False
458	0.9024	0.9024	-0.5854	-6.0000	0.0000	-0.0976	0.0000	False
459	2.0000	2.0000	5.0000	-5.0000	0.5369	1.0000	0.1074	False
460	1.6180	1.6180	3.7082	-6.0000	-0.2293	0.6180	-0.0382	False
461	1.4142	1.4142	1.6569	-4.0000	0.0846	0.4142	0.0212	False
462	1.4142	1.4142	2.0711	-5.0000	0.1149	0.4142	0.0230	False
463	1.2599	1.2599	1.0397	-4.0000	0.1395	0.2599	0.0349	False
464	0.8581	0.8581	-0.9933	-7.0000	-0.2755	-0.1419	-0.0394	False
465	1.4142	1.4142	1.6569	-4.0000	0.1023	0.4142	0.0256	False
466	0.7321	0.7321	-0.8038	-3.0000	-0.0000	-0.2679	-0.0000	False
467	2.0000	2.0000	4.0000	-4.0000	0.8325	1.0000	0.2081	False
468	1.4142	1.4142	2.4853	-6.0000	0.0316	0.4142	0.0053	False
469	1.6590	1.6590	3.9538	-6.0000	0.1390	0.6590	0.0232	False
470	2.0000	2.0000	6.0000	-6.0000	0.2867	1.0000	0.0478	False
471	1.6838	1.6838	2.0513	-3.0000	0.4470	0.6838	0.1490	False
472	1.4142	1.4142	2.0711	-5.0000	-0.3673	0.4142	-0.0735	False
473	1.4142	1.4142	1.6569	-4.0000	-0.2529	0.4142	-0.0632	False
474	2.0000	2.0000	1.0000	-1.0000	0.7947	1.0000	0.7947	False
475	1.3660	1.3660	2.1962	-6.0000	0.0025	0.3660	0.0004	False
476	1.2029	1.2029	1.0146	-5.0000	0.0330	0.2029	0.0066	False
477	0.6325	0.6325	-1.1026	-3.0000	0.0000	-0.3675	0.0000	False
478	1.6180	1.6180	2.4721	-4.0000	0.3142	0.6180	0.0785	False
479	1.4142	1.4142	1.6569	-4.0000	0.0525	0.4142	0.0131	False
480	1.2056	1.2056	1.0278	-5.0000	-0.0000	0.2056	-0.0000	False
481	1.6180	1.6180	2.4721	-4.0000	0.3157	0.6180	0.0789	False
482	1.4142	1.4142	2.4853	-6.0000	-0.0833	0.4142	-0.0139	False
483	1.4142	1.4142	2.4853	-6.0000	0.0440	0.4142	0.0073	False
484	1.1915	1.1915	0.7660	-4.0000	0.0285	0.1915	0.0071	False
485	0.8866	0.8866	-0.4538	-4.0000	-0.0000	-0.1134	-0.0000	False
486	2.0000	2.0000	5.0000	-5.0000	0.3974	1.0000	0.0795	False
487	1.4142	1.4142	2.0711	-5.0000	0.2358	0.4142	0.0472	False
488	2.0000	2.0000	6.0000	-6.0000	0.2350	1.0000	0.0392	False
489	2.0000	2.0000	2.0000	-2.0000	0.5953	1.0000	0.2976	False
490	1.2905	1.2905	1.4524	-5.0000	0.0012	0.2905	0.0002	False
491	1.4142	1.4142	1.6569	-4.0000	0.0790	0.4142	0.0198	False
492	1.0000	1.0000	0.0000	-7.0000	0.0000	-0.0000	0.0000	False
493	1.4142	1.4142	2.4853	-6.0000	0.0421	0.4142	0.0070	False
494	1.4142	1.4142	2.4853	-6.0000	-0.1388	0.4142	-0.0231	False
495	1.0000	1.0000	0.0000	-4.0000	-0.0056	-0.0000	-0.0014	False
496	1.1547	1.1547	0.6188	-4.0000	-0.0000	0.1547	-0.0000	False
497	1.4142	1.4142	1.6569	-4.0000	0.2408	0.4142	0.0602	False
498	1.6498	1.6498	3.2490	-5.0000	0.1017	0.6498	0.0203	False
499	1.4142	1.4142	2.0711	-5.0000	0.0177	0.4142	0.0035	False
500	0.8192	0.8192	-1.4466	-8.0000	-0.0719	-0.1808	-0.0090	False
501	1.4142	1.4142	1.6569	-4.0000	0.2499	0.4142	0.0625	False
502	1.3660	1.0000	1.0981	-3.0000	-0.0000	0.3660	-0.0000	False
503	2.0000	2.0000	10.0000	-10.0000	0.3401	1.0000	0.0340	False
504	1.0000	1.0000	0.0000	-4.0000	-0.0460	-0.0000	-0.0115	False
505	0.7071	0.7071	-1.1716	-4.0000	-0.1364	-0.2929	-0.0341	False
506	1.4142	1.4142	1.6569	-4.0000	-0.0782	0.4142	-0.0196	False
507	2.0000	2.0000	6.0000	-6.0000	-0.0324	1.0000	-0.0054	False
508	1.0000	1.0000	0.0000	-4.0000	0.0000	0.0000	0.0000	False
509	1.4142	1.4142	1.2426	-3.0000	-0.0397	0.4142	-0.0132	False
510	2.0000	2.0000	4.0000	-4.0000	0.1089	1.0000	0.0272	False
511	1.6474	1.6474	3.8846	-6.0000	0.1264	0.6474	0.0211	False
512	2.0000	2.0000	4.0000	-4.0000	0.5990	1.0000	0.1497	False
513	0.7071	0.7071	-0.5858	-2.0000	-0.0862	-0.2929	-0.0431	False
514	1.5214	1.5214	1.0428	-2.0000	0.0892	0.5214	0.0446	False
515	1.3419	1.3419	2.0512	-6.0000	0.0207	0.3419	0.0034	False
516	2.0000	2.0000	6.0000	-6.0000	0.8006	1.0000	0.1334	False
517	1.3660	1.3660	1.4641	-4.0000	0.1349	0.3660	0.0337	False
518	1.6180	1.6180	3.7082	-6.0000	0.2528	0.6180	0.0421	False
519	0.8581	0.8581	-0.5676	-4.0000	-0.0000	-0.1419	-0.0000	False
520	1.5576	1.5576	2.2303	-4.0000	0.2258	0.5576	0.0565	False
521	1.0000	1.0000	0.0000	-3.0000	-0.0000	0.0000	-0.0000	False
522	2.0000	2.0000	6.0000	-6.0000	0.1756	1.0000	0.0293	False
523	1.4142	1.4142	2.0711	-5.0000	0.0402	0.4142	0.0080	False
524	1.0000	1.0000	0.0000	-7.0000	-0.0000	0.0000	-0.0000	False
525	0.5652	0.5652	-1.7392	-4.0000	-0.0000	-0.4348	-0.0000	False
526	2.0000	2.0000	7.0000	-7.0000	0.4300	1.0000	0.0614	False
527	1.4142	1.4142	2.8995	-7.0000	-0.1725	0.4142	-0.0246	False
528	1.4142	1.4142	2.0711	-5.0000	0.1843	0.4142	0.0369	False
529	1.5214	1.5214	2.0855	-4.0000	0.0000	0.5214	0.0000	False
530	2.0000	2.0000	5.0000	-5.0000	0.2449	1.0000	0.0490	False
531	1.2599	1.2599	1.5595	-6.0000	-0.2411	0.2599	-0.0402	False
532	0.7759	0.7759	-0.8963	-4.0000	0.0000	-0.2241	0.0000	False
533	0.8165	0.8165	-0.3670	-2.0000	0.0000	-0.1835	0.0000	False
534	1.0000	1.0000	0.0000	-7.0000	-0.0000	-0.0000	-0.0000	False
535	2.0000	2.0000	6.0000	-6.0000	0.4582	1.0000	0.0764	False
536	1.0000	1.0000	0.0000	-4.0000	-0.0000	-0.0000	-0.0000	False
537	1.5874	1.5874	2.3496	-4.0000	0.4098	0.5874	0.1024	False
538	2.0000	2.0000	1.0000	-1.0000	0.8349	1.0000	0.8349	False
539	1.4142	1.4142	1.6569	-4.0000	0.0000	0.4142	0.0000	False
540	1.3247	1.3247	0.9742	-3.0000	0.1044	0.3247	0.0348	False
541	1.4142	1.4142	2.4853	-6.0000	0.1787	0.4142	0.0298	False
542	1.3247	1.3247	0.9742	-3.0000	0.1273	0.3247	0.0424	False
543	1.4142	1.4142	2.0711	-5.0000	-0.2066	0.4142	-0.0413	False
544	1.2361	1.2361	1.6525	-7.0000	0.0000	0.2361	0.0000	False
545	1.0000	1.0000	0.0000	-4.0000	-0.0089	0.0000	-0.0022	False
546	2.0000	2.0000	6.0000	-6.0000	-0.1346	1.0000	-0.0224	False
547	1.0000	1.0000	0.0000	-4.0000	-0.0659	0.0000	-0.0165	False
548	1.4142	1.4142	0.8284	-2.0000	0.3935	0.4142	0.1968	False
549	2.0000	2.0000	6.0000	-6.0000	0.1134	1.0000	0.0189	False
550	1.2808	1.2808	0.8423	-3.0000	0.0254	0.2808	0.0085	False
551	1.4142	1.4142	1.6569	-4.0000	0.2242	0.4142	0.0560	False
552	1.0000	1.0000	0.0000	-5.0000	-0.0000	0.0000	-0.0000	False
553	1.4142	1.4142	2.0711	-5.0000	0.1659	0.4142	0.0332	False
554	1.0000	1.0000	0.0000	-3.0000	-0.0000	-0.0000	-0.0000	False
555	2.0000	2.0000	4.0000	-4.0000	0.8758	1.0000	0.2190	False
556	1.4678	1.4678	2.3391	-5.0000	0.0823	0.4678	0.0165	False
557	1.1447	1.1447	0.5789	-4.0000	0.0000	0.1447	0.0000	False
558	1.2056	1.2056	1.2334	-6.0000	0.0000	0.2056	0.0000	False
559	1.6692	1.6692	3.3462	-5.0000	0.0719	0.6692	0.0144	False
560	1.0000	1.0000	0.0000	-4.0000	0.0000	-0.0000	0.0000	False
561	1.4142	1.4142	1.6569	-4.0000	-0.0563	0.4142	-0.0141	False
562	2.0000	2.0000	6.0000	-6.0000	0.0064	1.0000	0.0011	False
563	1.4142	1.4142	2.0711	-5.0000	0.0358	0.4142	0.0072	False
564	1.4142	1.4142	1.6569	-4.0000	0.0691	0.4142	0.0173	False
565	1.2599	1.2599	1.2996	-5.0000	0.0499	0.2599	0.0100	False
566	1.4142	1.4142	2.8995	-7.0000	0.0000	0.4142	0.0000	False
567	1.7693	1.7693	3.0772	-4.0000	0.2256	0.7693	0.0564	False
568	1.4142	1.4142	2.4853	-6.0000	0.0948	0.4142	0.0158	False
569	2.0000	2.0000	7.0000	-7.0000	0.9500	1.0000	0.1357	False
570	2.0000	2.0000	5.0000	-5.0000	0.3862	1.0000	0.0772	False
571	1.3770	1.3770	1.8851	-5.0000	-0.0000	0.3770	-0.0000	False
572	1.4142	1.4142	1.2426	-3.0000	0.3052	0.4142	0.1017	False
573	1.4675	1.4675	2.8050	-6.0000	0.0829	0.4675	0.0138	False
574	1.5082	1.5082	2.5411	-5.0000	0.2353	0.5082	0.0471	False
575	1.4142	1.4142	1.2426	-3.0000	0.0939	0.4142	0.0313	False
576	2.0000	2.0000	6.0000	-6.0000	0.1566	1.0000	0.0261	False
577	1.0000	1.0000	0.0000	-4.0000	-0.0915	-0.0000	-0.0229	False
578	2.0000	2.0000	3.0000	-3.0000	0.5452	1.0000	0.1817	False
579	1.4142	1.4142	3.7279	-9.0000	0.1059	0.4142	0.0118	False
580	1.0000	1.0000	0.0000	-8.0000	-0.0000	-0.0000	-0.0000	False
581	1.3463	1.3463	2.7702	-8.0000	-0.0708	0.3463	-0.0088	False
582	1.2308	1.2308	0.9233	-4.0000	0.0034	0.2308	0.0008	False
583	1.5874	1.5874	2.9370	-5.0000	0.3453	0.5874	0.0691	False
584	1.6180	1.6180	3.7082	-6.0000	0.0000	0.6180	0.0000	False
585	1.4142	1.4142	0.8284	-2.0000	0.3574	0.4142	0.1787	False
586	1.2576	1.2576	1.2881	-5.0000	0.0252	0.2576	0.0050	False
587	0.8581	0.8581	-0.7095	-5.0000	-0.1986	-0.1419	-0.0397	False
588	1.5874	1.5874	4.1118	-7.0000	0.0689	0.5874	0.0098	False
589	1.4142	1.4142	2.4853	-6.0000	0.0127	0.4142	0.0021	False
590	2.0000	2.0000	6.0000	-6.0000	0.7247	1.0000	0.1208	False
591	1.4142	1.4142	2.4853	-6.0000	0.1693	0.4142	0.0282	False
592	2.0000	2.0000	4.0000	-4.0000	0.8073	1.0000	0.2018	False
593	1.7523	1.7523	5.2663	-7.0000	0.1393	0.7523	0.0199	False
594	1.0000	1.0000	0.0000	-3.0000	-0.0000	0.0000	-0.0000	False
595	1.4142	1.4142	2.0711	-5.0000	0.3636	0.4142	0.0727	False
596	1.4142	1.4142	1.2426	-3.0000	0.1491	0.4142	0.0497	False
597	1.3247	1.3247	1.6236	-5.0000	-0.0131	0.3247	-0.0026	False
598	1.0000	1.0000	0.0000	-3.0000	0.0000	-0.0000	0.0000	False
599	1.4142	1.4142	2.0711	-5.0000	0.3994	0.4142	0.0799	False
600	0.8465	0.8465	-0.4604	-3.0000	-0.0000	-0.1535	-0.0000	False
601	1.2056	1.2056	1.0278	-5.0000	-0.0188	0.2056	-0.0038	False
602	1.7321	1.7321	2.9282	-4.0000	0.0479	0.7321	0.0120	False
603	2.0000	2.0000	5.0000	-5.0000	0.5708	1.0000	0.1142	False
604	2.0000	2.0000	6.0000	-6.0000	-0.1283	1.0000	-0.0214	False
605	1.4142	1.4142	1.6569	-4.0000	0.4147	0.4142	0.1037	False
606	2.0000	2.0000	5.0000	-5.0000	0.0808	1.0000	0.0162	False
607	1.4142	1.4142	2.0711	-5.0000	0.0521	0.4142	0.0104	False
608	1.0000	1.0000	0.0000	-5.0000	-0.0313	-0.0000	-0.0063	False
609	1.1225	1.1225	0.3674	-3.0000	0.0271	0.1225	0.0090	False
610	2.0000	2.0000	4.0000	-4.0000	0.3262	1.0000	0.0815	False
611	1.5029	1.5029	2.0116	-4.0000	0.1870	0.5029	0.0467	False
612	1.4757	1.4757	2.3784	-5.0000	0.2080	0.4757	0.0416	False
613	0.7071	0.7071	-0.8787	-3.0000	-0.1933	-0.2929	-0.0644	False
614	1.0000	1.0000	0.0000	-2.0000	-0.0000	0.0000	-0.0000	False
615	2.0000	2.0000	6.0000	-6.0000	0.4233	1.0000	0.0705	False
616	1.6180	1.6180	4.3262	-7.0000	0.0375	0.6180	0.0054	False
617	1.0000	1.0000	0.0000	-4.0000	0.0000	-0.0000	0.0000	False
618	1.4142	1.4142	2.4853	-6.0000	-0.0196	0.4142	-0.0033	False
619	1.6180	1.6180	2.4721	-4.0000	0.1399	0.6180	0.0350	False
620	1.4656	1.4656	1.8623	-4.0000	0.1925	0.4656	0.0481	False
621	1.0000	1.0000	0.0000	-7.0000	-0.0000	-0.0000	-0.0000	False
622	1.3515	1.3515	2.4606	-7.0000	0.0000	0.3515	0.0000	False
623	2.0000	2.0000	4.0000	-4.0000	0.0505	1.0000	0.0126	False
624	0.7549	0.7549	-1.4707	-6.0000	0.0000	-0.2451	0.0000	False
625	0.7862	0.7071	-0.4277	-2.0000	0.0000	-0.2138	0.0000	False
626	1.0000	1.0000	0.0000	-3.0000	-0.1618	0.0000	-0.0539	False
627	0.9174	0.9174	-0.4954	-6.0000	-0.0694	-0.0826	-0.0116	False
628	1.4142	1.4142	2.4853	-6.0000	0.1745	0.4142	0.0291	False
629	2.0000	2.0000	3.0000	-3.0000	0.8403	1.0000	0.2801	False
630	0.9028	0.9028	-0.2916	-3.0000	-0.0131	-0.0972	-0.0044	False
631	1.0000	1.0000	0.0000	-2.0000	0.0000	-0.0000	0.0000	False
632	1.4142	1.4142	2.0711	-5.0000	0.0000	0.4142	0.0000	False
633	1.4757	1.4757	2.3784	-5.0000	0.2333	0.4757	0.0467	False
634	1.3247	1.3247	1.2989	-4.0000	0.0345	0.3247	0.0086	False
635	1.0000	1.0000	0.0000	-6.0000	-0.0000	0.0000	-0.0000	False
636	2.0000	2.0000	5.0000	-5.0000	0.4908	1.0000	0.0982	False
637	2.0000	2.0000	6.0000	-6.0000	-0.0831	1.0000	-0.0139	False
638	1.4142	1.4142	2.0711	-5.0000	-0.0000	0.4142	-0.0000	False
639	1.0000	1.0000	0.0000	-4.0000	-0.1482	-0.0000	-0.0371	False
640	2.0000	2.0000	5.0000	-5.0000	0.4644	1.0000	0.0929	False
641	1.0475	1.0475	0.1424	-3.0000	-0.0000	0.0475	-0.0000	False
642	2.0000	2.0000	3.0000	-3.0000	0.6755	1.0000	0.2252	False
643	1.4142	1.4142	2.4853	-6.0000	0.1424	0.4142	0.0237	False
644	1.6180	1.6180	3.0902	-5.0000	0.1394	0.6180	0.0279	False
645	2.0000	2.0000	5.0000	-5.0000	0.4960	1.0000	0.0992	False
646	1.4142	1.4142	1.6569	-4.0000	0.1519	0.4142	0.0380	False
647	1.4142	1.4142	1.2426	-3.0000	0.4025	0.4142	0.1342	False
648	1.0000	1.0000	0.0000	-5.0000	0.0000	0.0000	0.0000	False
649	1.0000	1.0000	0.0000	-4.0000	-0.0306	-0.0000	-0.0076	False
650	2.0000	2.0000	5.0000	-5.0000	0.3451	1.0000	0.0690	False
651	1.1701	1.1701	1.1906	-7.0000	-0.1763	0.1701	-0.0252	False
652	1.0000	1.0000	0.0000	-6.0000	-0.2654	0.0000	-0.0442	False
653	1.7472	1.7472	3.7359	-5.0000	0.0760	0.7472	0.0152	False
654	1.8455	1.8455	4.2273	-5.0000	0.5075	0.8455	0.1015	False
655	1.2906	1.2906	2.0345	-7.0000	0.0000	0.2906	0.0000	False
656	1.4142	1.4142	2.0711	-5.0000	0.0852	0.4142	0.0170	False
657	0.7071	0.7071	-0.8787	-3.0000	-0.0350	-0.2929	-0.0117	False
658	1.4142	1.4142	0.8284	-2.0000	0.3576	0.4142	0.1788	False
659	1.5874	1.5874	2.9370	-5.0000	-0.0318	0.5874	-0.0064	False
660	0.7071	0.7071	-0.5858	-2.0000	-0.0000	-0.2929	-0.0000	False
661	0.7071	0.7071	-1.4645	-5.0000	-0.0883	-0.2929	-0.0177	False
662	1.0000	1.0000	0.0000	-5.0000	-0.0237	-0.0000	-0.0047	False
663	1.4142	1.4142	1.6569	-4.0000	0.1340	0.4142	0.0335	False
664	1.0000	1.0000	0.0000	-6.0000	-0.1864	-0.0000	-0.0311	False
665	1.0000	1.0000	0.0000	-4.0000	0.0000	0.0000	0.0000	False
666	1.7693	1.7693	4.6158	-6.0000	0.0612	0.7693	0.0102	False
667	1.0000	1.0000	0.0000	-2.0000	0.0000	-0.0000	0.0000	False
668	2.0000	2.0000	5.0000	-5.0000	0.8463	1.0000	0.1693	False
669	1.4142	1.4142	1.6569	-4.0000	0.0496	0.4142	0.0124	False
670	2.0000	2.0000	6.0000	-6.0000	0.5659	1.0000	0.0943	False
671	1.0000	1.0000	0.0000	-5.0000	-0.2794	0.0000	-0.0559	False
672	1.3247	1.3247	1.6236	-5.0000	0.0487	0.3247	0.0097	False
673	1.0000	1.0000	0.0000	-3.0000	-0.2214	-0.0000	-0.0738	False
674	1.4142	1.4142	2.0711	-5.0000	0.1249	0.4142	0.0250	False
675	1.0000	1.0000	0.0000	-6.0000	0.0000	0.0000	0.0000	False
676	2.0000	2.0000	6.0000	-6.0000	-0.0744	1.0000	-0.0124	False
677	1.4142	1.4142	2.0711	-5.0000	0.2572	0.4142	0.0514	False
678	1.0000	1.0000	0.0000	-6.0000	-0.0000	-0.0000	-0.0000	False
679	0.7071	0.7071	-0.8787	-3.0000	-0.2990	-0.2929	-0.0997	False
680	0.9032	0.9032	-0.4839	-5.0000	-0.0000	-0.0968	-0.0000	False
